gene	module
CHERP	tan
FAM102B	turquoise
DHX30	brown
DCUN1D4	blue
MED16	brown
YWHAG	turquoise
SLC11A2	brown
ABAT	turquoise
ARL8A	green
PDXK	turquoise
MTRR	tan
MCM3	pink
Z93930.2	pink
NHEJ1	black
HPS4	pink
FBXO25	brown
ST3GAL3	blue
NUDT19	brown
RASGEF1B	turquoise
PHKG2	yellow
COX11	brown
CBX4	pink
KLF12	brown
FRMD8	green
NFATC1	brown
POP5	blue
PILRB	yellow
CUL4B	greenyellow
C15orf61	black
AKT1S1	turquoise
PIGP	yellow
MDFIC	brown
RAP1GAP2	turquoise
C6orf136	blue
TDRD7	turquoise
SSR4	pink
NUBPL	brown
ZC3H8	yellow
ATG2B	blue
UMPS	brown
LINC01128	brown
UBXN2B	turquoise
MEMO1	green
TMEM8A	turquoise
TMEM175	turquoise
AC002463.1	midnightblue
MNAT1	black
KLHL36	blue
CEP170	turquoise
IFT43	blue
FANCM	magenta
NDUFA6	blue
UBE2W	turquoise
CABIN1	blue
C5orf24	pink
ARRDC1	turquoise
MCFD2	magenta
SOD2	turquoise
FAM200B	turquoise
ELMO1-AS1	greenyellow
ATG4D	yellow
ACTR5	blue
CAPN10	yellow
PATZ1	pink
MDN1	brown
LAGE3	magenta
ST7L	blue
GTF3C6	green
POLR3K	blue
NSUN3	lightgreen
HELQ	brown
ZNF263	brown
RHOG	turquoise
SYTL3	blue
CANX	turquoise
PARVG	lightcyan
C12orf76	greenyellow
TRPV2	blue
SMIM8	brown
ABRAXAS2	black
TRAPPC2	pink
SNAPC5	brown
ADNP2	brown
AC097376.3	brown
C1QBP	magenta
MTMR10	turquoise
PPP3CC	brown
BACH1	turquoise
RPUSD3	magenta
PRPF39	brown
CDC14A	blue
CAPNS1	green
N4BP2	brown
ERI1	blue
GHITM	red
PDE6D	blue
SWI5	blue
HDHD3	brown
GLA	turquoise
GFM2	blue
TBC1D10C	yellow
RTN3	turquoise
SLC66A3	turquoise
CRTC3	blue
MIEF1	yellow
PPP1R18	purple
MTRNR2L8	turquoise
USP20	blue
RIPK1	yellow
GANC	turquoise
DPY19L1	turquoise
IFT27	red
ACP1	red
USP38	black
TRAPPC2B	magenta
THUMPD3	blue
DAAM1	tan
DUSP2	blue
TRMU	yellow
TTC13	brown
CISD1	black
RNF2	turquoise
ORC5	blue
PRR14	blue
TMED7	red
FAM117B	greenyellow
NQO2	turquoise
QTRT1	brown
DUS3L	turquoise
SECISBP2L	tan
TMEM71	blue
ATP8B1	green
SCP2	green
GALNT7	turquoise
FAM118B	red
MSANTD2	blue
PLEKHA3	blue
FAM160B1	red
AC068888.1	brown
CNOT6L	blue
CKLF	turquoise
SLC39A10	pink
WRAP73	pink
AC015853.3	magenta
TMEM245	blue
PKD1	brown
CYB5D2	pink
LUZP1	yellow
GLI4	black
ICK	brown
COA4	blue
AL035071.2	brown
MTX2	tan
QKI	turquoise
HAUS6	brown
CD99L2	lightgreen
PITPNC1	blue
L3MBTL2	blue
HACE1	black
VPS72	blue
AP2S1	lightcyan
BAK1	red
DCUN1D2	turquoise
PRKCI	blue
KLHL8	purple
ZNF580	turquoise
TIMM8B	turquoise
ADA2	turquoise
THAP9-AS1	purple
TSTA3	red
TECR	blue
SNTB1	blue
BRCA1	pink
PI4K2B	red
CD2BP2	red
HOOK2	yellow
POLI	magenta
EDC3	blue
LINC00662	yellow
GALNS	blue
ACAD11	brown
ZFAND5	turquoise
DSTN	red
PIGU	brown
FUNDC2	turquoise
MRPL27	red
GCLC	green
PEMT	greenyellow
C21orf91	brown
UBLCP1	blue
MKRN2	blue
ALKBH3	blue
ILF3-DT	yellow
PMM2	salmon
AZI2	turquoise
C16orf58	tan
EXOSC8	brown
SHARPIN	blue
NUP160	black
PMS1	grey60
ANO10	purple
RAB8A	green
AC025442.2	yellow
BORCS7	turquoise
AC015849.3	brown
SUPT3H	blue
KIF9-AS1	purple
SLC35B3	brown
MIATNB	blue
TMEM250	green
CCDC22	blue
PIK3CB	purple
CHMP4B	turquoise
LIMS1	turquoise
RAB43	blue
SLC25A12	brown
WDR12	yellow
FOXO1	blue
LINC00667	brown
TOP3A	turquoise
CXorf38	green
PIN4	red
CPSF4	turquoise
ZER1	blue
DBI	red
AL118516.1	yellow
COMMD4	pink
TRMT13	brown
AL354740.1	turquoise
TMEM127	turquoise
RFXANK	lightgreen
C16orf87	green
BTBD2	brown
MAP4K3-DT	red
ERMP1	blue
PRPF19	green
COPS7B	black
MRPS18A	grey60
KIF20B	salmon
TPRA1	turquoise
SPATA5L1	turquoise
FMR1	brown
APPL1	green
FMC1	brown
ZFAND1	salmon
SKIV2L	brown
AC018462.1	magenta
MTHFD1	brown
CREBL2	purple
DENND1A	turquoise
DNHD1	black
PDE7A	brown
KIF1B	turquoise
PRKD2	grey60
MTERF4	blue
PPP1R3E	blue
SLC8B1	yellow
TRIOBP	purple
NR4A3	green
GALNT6	turquoise
GRASP	turquoise
LPAR2	turquoise
ZNF254	brown
ZNF830	yellow
TMEM126B	yellow
NUDCD2	black
LAMTOR5-AS1	pink
AC090644.1	midnightblue
ENTPD6	green
AMFR	green
TLNRD1	purple
AL157392.3	blue
NAA30	brown
NHLRC2	black
THG1L	turquoise
AC009950.1	greenyellow
SELPLG	turquoise
MIPEP	black
IPCEF1	blue
RWDD3	midnightblue
EPB41	brown
OSTC	red
PEX3	blue
WDR11	turquoise
SOAT1	turquoise
C16orf54	red
CDK4	blue
FNTB	greenyellow
FAM111A	blue
CCDC107	blue
PGM1	pink
PHF12	brown
TM9SF4	turquoise
CACYBP	brown
C11orf54	brown
IKBIP	turquoise
TMEM184C	magenta
GMIP	turquoise
RNF126	yellow
INIP	purple
ERGIC3	red
WASHC5	purple
IFITM2	yellow
PCGF5	brown
CHUK	lightgreen
VHL	green
WDR73	blue
EXT1	lightgreen
LDB1	yellow
TM2D3	brown
METTL23	blue
AC023509.6	green
VCL	turquoise
SLF1	blue
UBE2E3	red
GOLGA3	tan
UNC45A	red
LMO4	turquoise
CCDC43	red
IKBKE	blue
NAA10	red
SCYL3	pink
TRAFD1	purple
KDM4A	green
RGCC	blue
DNAJC10	green
TYW3	brown
SGTA	green
FARSB	brown
POMP	red
ALS2	brown
ATP6V0B	turquoise
TOMM70	blue
MBD2	turquoise
ALDOA	turquoise
OTUD6B-AS1	yellow
KRIT1	brown
SNRPN	blue
C8orf33	pink
DNMT3A	blue
CEPT1	purple
PDLIM5	turquoise
PNPLA8	turquoise
POLR2B	black
S100A9	turquoise
ZSWIM8	lightgreen
IPO8	black
INTS14	blue
ACADSB	yellow
TXLNA	grey60
VCPIP1	brown
THUMPD2	pink
LCMT1	brown
DPM2	brown
MICAL1	turquoise
SPIN1	magenta
CCDC82	magenta
NOP2	blue
NFE2L1	turquoise
PMS2	brown
SLC25A46	tan
AL157402.2	blue
ABL2	brown
AK9	brown
TXNDC15	red
TSTD1	brown
SPATA1	turquoise
NDUFAF7	blue
ABHD15-AS1	purple
JKAMP	red
ITGB2-AS1	turquoise
ATP5F1B	red
TMX3	red
VAMP8	green
TIMM17A	turquoise
UBTD2	turquoise
TRPS1	green
CCDC14	black
IGF2R	turquoise
MED17	brown
RPF2	blue
ELOA	yellow
PIM3	turquoise
AKAP11	midnightblue
SCRN2	grey60
CASP10	tan
FBXO31	yellow
RPA3	brown
MFNG	blue
ITGAV	turquoise
MMP24	blue
PDCD2	red
EMC8	turquoise
AC008105.3	blue
BICRAL	yellow
APPBP2	blue
SCLT1	turquoise
GIMAP4	blue
VRK2	turquoise
VAMP3	turquoise
RCN2	brown
TMEM35B	midnightblue
IRS2	blue
ZNF511	red
CYSTM1	turquoise
PRKRA	tan
SPTLC2	green
KANTR	pink
ZNF587B	brown
NDUFB5	turquoise
EMC7	red
MPP5	magenta
LRRFIP2	lightgreen
TAZ	blue
EIF6	red
HACD4	turquoise
CASP8AP2	brown
RPUSD4	tan
MRPS10	magenta
DRG1	tan
TMEM208	pink
WBP1	grey60
RNF113A	brown
JMY	blue
IMPA1	grey60
NOP14	pink
ZNF846	turquoise
IQCG	brown
AL365356.1	black
AKR1A1	turquoise
NME7	blue
DUSP10	brown
CLPTM1	red
DDX41	turquoise
SUPT4H1	green
UBE2Q1	lightgreen
DTYMK	magenta
ZBTB5	brown
TMEM120B	brown
MTA1	blue
HAUS4	turquoise
PSMD9	red
ZNF350	pink
ZNF276	yellow
RFFL	brown
MED29	turquoise
RRP1	turquoise
KIF22	purple
RAC1	green
CALM3	blue
MGAT5	brown
TERF1	brown
CIAO2A	turquoise
SSBP4	blue
MRPL13	red
AC092650.1	blue
ADAM17	turquoise
DNAJC25	turquoise
NDUFA8	purple
COMMD2	magenta
EDRF1	blue
DCAF12	turquoise
SAMD9L	grey60
RRP12	turquoise
WDR45	red
SNAP23	turquoise
AC074032.1	blue
MED21	pink
UHMK1	magenta
OGG1	purple
CCDC130	pink
ICAM2	brown
PDCD11	black
ZUP1	blue
PSMG3	brown
POLR2M	brown
MFSD12	turquoise
ZBED4	pink
TGDS	pink
STRAP	tan
SMARCAL1	pink
PHF2	purple
MAP4K1	pink
LINC01619	blue
MRPS6	brown
ZNF444	pink
CXCR4	midnightblue
CCDC173	black
SDF4	red
TBC1D2B	brown
ANKRD40	lightgreen
URGCP	yellow
PEX2	tan
MRPL58	black
JADE1	midnightblue
CLYBL	blue
SPTAN1	yellow
ZNF12	black
ERV3-1	blue
OXSM	pink
ELL	turquoise
AC006001.2	turquoise
MTMR4	brown
POLA2	turquoise
KNOP1	pink
PCNX4	black
TLE3	turquoise
TCAF1	red
ACSL4	turquoise
KIAA0355	brown
SSR1	turquoise
ZMAT5	turquoise
TSR1	midnightblue
PURB	turquoise
POLR3H	tan
BRD3	green
ACACA	black
ZNF506	brown
KIN	turquoise
WBP2	turquoise
ZNF431	black
SEPSECS	black
NDFIP1	blue
SLC17A5	brown
FLCN	turquoise
CHORDC1	black
SAMD8	lightgreen
CPQ	turquoise
HTRA2	salmon
PSMB6	red
SPPL2B	blue
LIN52	brown
RTTN	brown
GLIPR1	turquoise
HMGA1P4	turquoise
IL17RA	turquoise
FANCA	yellow
SFXN4	blue
ABCB8	pink
CERS6	green
AAK1	blue
PISD	turquoise
NEPRO	tan
AC009554.1	magenta
PCMTD2	blue
SLC25A28	turquoise
N4BP2L1	turquoise
GSR	turquoise
RYK	brown
THUMPD1	brown
SLC25A13	turquoise
ZMYND11	brown
NDUFA7	green
CHCHD1	red
HPRT1	green
CMSS1	blue
WRNIP1	black
RPAP3	brown
CTBS	turquoise
ANXA4	turquoise
CAPZA2	turquoise
TOB1	yellow
MAP3K12	blue
HIVEP3	blue
HPS3	green
CYB5B	black
DERA	purple
ZNF480	magenta
ATP13A1	turquoise
HDAC7	yellow
SREBF2	tan
RAE1	green
SEC31B	blue
VAMP4	blue
ABHD14B	brown
CPEB3	turquoise
SLC12A7	turquoise
HSPBAP1	turquoise
FBXO4	blue
HEATR5A	purple
PGGT1B	turquoise
TRPT1	yellow
CEMIP2	blue
CHRAC1	turquoise
POLK	green
FAM210A	turquoise
JAGN1	pink
OCEL1	turquoise
PRPF4	green
BICD2	turquoise
UROD	red
MRI1	blue
ZC3H3	turquoise
IL27RA	blue
BUD13	red
CPSF2	lightgreen
DHX38	turquoise
RMC1	red
TBC1D13	yellow
LAMTOR1	green
BAD	turquoise
AC104316.1	blue
KIF3B	salmon
GDAP2	purple
CENPB	turquoise
ASF1A	blue
ING3	purple
